,Review,Label
325,늦은밤 술안주로 분식이 땡겨서 주문했지요~ 덕분에 즐거운 시간이 되었습니다 ㅎㅎ 아! 떡볶이에서 카레향이 나니 참고하세요,True
326,맛있게 잘 먹었습니다,True
327,너무맛잇게잘먹엇습니다아아아,True
328,떡볶이랑 튀김 전부 맛있네요,True
329,"맛있어용~!!!!
튀김들도 튼실하고 맛있슴둥",True
330,맛있어서 재주문했어요. 배달빨리왔네요ㅎㅎ,False
331,맛있게잘먹었어요 떡볶이도튀김도맛나요,True
332,맛있당 다음에도 주문할게용^^,True
333,"꿔바로우 맛있었고
리뷰대로 마라탕 야채많아서 좋았는데
마라탕에 야채,두부,면같은거 외에 메인 건더기느낌나는 재료가 없어 좀 당황했어요",False
334,"오늘두 마이똥!!!!!!!!!
벌써 다 먹어똥!!!!!!",True
335,"어제 너무 맛있게 먹고는 또 주문했어요!!!!!!!!!!
1일1마라탕😌
채소가 듬뿍 들어 있어서 너무 좋아요!!!!!",True
336,고등어가 좀 짜긴했는데 잘 먹었습니다:),False
337,"낙지볶음은 맵지않게 해달라고 부탁드렸더니 안맵고 좋았지만 원래 양념에서 맵지않게하면서 좀 아쉬움이 ^^;
생선이나 청국장은 너무짜고 생선은 프레쉬하지는...
그래도 밥서비스로 주셔서 잘먹었습니다",False
338,"식어서 와서 그런지 삼치에서 비린내가 나요..ㅠ
주문시에 상품설명? 적혀있으면 좋을거같아요.
삼치반마리+고등어반마리+공기밥2개+반찬4종
이런식으로.. 
청국장은 맛있게 잘먹었습니다",False
339,맛있게 잘 먹었습니다 청국장이 조금 아쉽네요,True
340,청국장두개에. 공기밥두개 추가했는데.추가한밥은 안왔는데. 혹시 깜빡하셧는지.,False
341,맛있게 잘 먹었습니다 :),True
342,먹지는 않았지만 맛있을꺼 같아요 :) 늘 그랬듯이,True
343,순삭했어요 ㅎㅎ :),True
344,미친듯이 흡입 했네요 정말 너무 맛있어요 :),True
345,고등어도 맛있지만 청국장도 맛있네요 청국장 순삭,True
346,요청사항.빼먹지않고 잘들어주시는 사장님. 제육덮밥 맛집 맛있게잘먹었습니다,True
347,완전맛있게 잘먹었습니다. 최고최고,True
348,완전맛있게 잘먹었습니다. 단골맛집 최고최고,True
349,맛있게  먹었습니다~~,True
350,더블 치즈 김밥에 치즈 두 장 사이에 비닐이 그대로 들어있네요.. 하나 둘... 다섯개째에서 사진 찍었습니다.. 치즈커버 같아서 그냥 먹지만 너무 불편하고 니맛도 내맛도 아니네요,False
351,잘 먹었습니다!!ㅣ,True
352,"배달ㅇ빠르고 양도 넉넉해요 
옛날스팸도시락.낙지텁밥 맛좋아요 딸아이가 좋아해요 담에또시킬게요",True
353,배달엄청빠르고 좋네요 음식도 너무 괜찮아요 자주 이용할게요,True
354,"아 넘나 맛있었어요~~^^
가족들끼리 맛난아점을 먹었습니다
빠르게 보내주셔서 정말 따끈하고 맛난식사 먹었어모
잘먹었습니다~^^",True
355,정말 맛있게 잘 먹었습니다,True
356,어릴때 먹던 떡볶이 맛이에요!!!!!!! 진짜 맛있어요,True
357,"잘먹었습니다
맛있어요",True
358,"1시간만에 왔어요
이미조리된제품인데도
늦네요

최소배달금액 오르고 나선 못먹었는데
김밥추가해서 오랜만에 먹어봅니다
약간 식은거 빼곤
알던맛",True
359,오늘도 맛있게 잘 먹었습니다!,True
360,꼬마김밥 맛있었구.  순대도 냄새안나고 맛있음,False
361,음.. 순대 일부랑 간 대부분에서 땀에 쩔은 옷 혹은 청소용 수건 냄새가 강렬하게 맛에서 나네요... 겨울이라고 오래된 음식 사용하지 마시고 신선하게 유지 좀 해주세요,False
362,오늘은 간이 더촉촉하고 맛있네요..다맛있어요^^,True
363,잘먹었습니다 추천합니다^^,True
364,좋습니다맛좋습니다맛,True
365,떠억보오끼이 jmt 취저,True
366,얼큰하고 주먹밥이랑 잘어울려요,True
367,양도 푸짐하고 맛있어요~~,False
368,수제비가 너무맛있어요ㅠㅠㅠㅠ,True
369,음식이 깔끔하고 맛있어요,True
370,맛있게 잘 먹었습니다,True
371,맛있어용 계란김밥은 집에서 해먹는 김밥 맛입니다☺️,True
372,잘 먹었습니다!!!,True
373,맛있습니다👍🏻👍🏻👍🏻,False
374,급해서 사진이 이리 찍혔는데 수제비는 여기서만 먹음,True
375,너무 맛있게 먹었습니다 ^^,True
376,닭발맛있네요 떡볶이는청양으로시켜야겠어요,False
377,안 매운맛으로 시켜서 8살 딸래미도 넘나 잘먹고 좋아해요 맛있어요. 특히 주먹밥 뭐 특별한거 들어간 것도 없는거 같은 평범한 주먹밥인데 입에 넣자마자 너무 맛있어서 깜짝 놀랐어요!,True
378,맛잇어영ㅇㅇ,True
379,맛있게 잘 먹었습니당,True
380,맛있었습니다! 양 많아요! 세트에 쿨피스도 포함인데 없는줄알고 쿨피스 또시킨사람 나야나 ㅋㅋㅋㅋㅋ 잘먹었습니다~,True
381,양이  생각보다 너무 많아서 너무 잘먹었어요 매지 않아 아쉽네요,True
382,처음 주문 했는데도 배달도 빠르고 양도 많고 너무 맛있었어요~,True
383,맛있고 양도 너무 많이써용 다음에도 즐겨 먹을게용,True
384,불맛이 나서 좋았습니다 :)  떡볶이도 꽉꽉들어가있네요,True
385,"떡볶이 닭발 누룽지 정말 모든 음식이 맛있네요

너무 잘먹었습니다",True
386,맛있게 잘 먹었어요,True
387,양많고 빠삭하고 맛있음,True
388,배송은 빨랐으나 맛과 양은 그냥그랬어요....,False
389,배달하신분 친절하고 닭강정도 맛있었어요,True
390,"양 많고 배달 빨라녀~~
약간 매운 맛인데 매운맛은 전혀 없어요
근데 제 입에는 닭비린맛이 심했어요 ㅠㅠㅠ",False
391,언제먹어도 킹왕짱,True
392,먹지마세요. 단맛은 모르겠지만 치즈맛은 끔찍했습니다. 그리고 1000원이나 추가했는데 떡은 어따가 팔아먹으셨나요? 그리고 이정도 양이면 동네닭강정집에서5000원어치도 안됩니다. 가성기가 봏긴 개뿔.,False
393,안주로 딱이네요. ㅎㅎ,False
394,맛있어요 더 맛있어질수도 있을거같아요,False
395,후회없쥬 맛있어용,True
396,맛있게 잘 먹었습니다,True
397,칼국수 면이 바지락과 일반이 달라요. 바지락 칼굯ㅜ가 맛나네요,True
398,완전 맛있고 양도 많아요! 바지락 양 보고 정말 놀랐어요!!,True
399,맛있는 사골 칼국수,True
400,맛있어서 여러번 시켜 먹엇습니다.,True
401,"면이 두꺼워서 좋았고 국물도 맛있었습니다만
양념장이 없어서 아쉬웠습니다.",True
402,정말 맛있어요~~!!,True
403,"해장에 얼큰 칼국수 국물이 최고인거 같아옄,,, 👍👍👍
전체적으로 다 맛있어요",True
404,칼국수는 거의 맹물이고 만두도 맛이없음,False
405,ㅠㅠ먹다가사진을못찍었네용 엄청맛잇구 양이엄청많구요! 그리고김치가진짜 대박이에요 매운김치 ㅠ ㅜ♡ 맛있어요!!,True
406,존맛 먹다가 찍엇니요,True
407,"오랜만에 교촌치킨먹는데
존맛탱!! 굿굿",True
408,잘먹었습니다ㅏㅏㅏㅏㅏ,True
409,맛있게 잘 먹었습니다 👍🏻,True
410,배달빠르고 맛나요~~,True
411,gooooooooooooooood,True
412,"12시 20분에 시켰는데 새벽 2시에왓어요......
이럴거면 취소시켜주시지 ㅜㅜ",False
413,"언제나 맛있게 먹는 레드윙!!!
독보적인 맛이라 다른 걸 시킬 생각조차 안 드는... ㅎㅎㅎ",True
414,배달시간도 엄청 빠르고 맛있게 잘 먹었습니다!!,True
415,"맛있게 잘 먹었습니다.
반반윙이 제일 좋아요",True
416,잘먹었습니다. 종종 비린게있네요,False
417,닭강정 여럿 시켜보는데 대자라고 14000원짜리가 이런 양은 처음보네요 ㅋㅋㅋㅋ 다음에 절대 안시킵니다.,False
418,포장할때보다 양을 적게 주셔서 조금 실망했지만 맛은 최고에요,False
419,맛있게 잘 먹었습니다,True
420,감사합니다 잘 먹었습니다😊,True
421,맛있게 잘 먹었습니다~,True
422,맛잇음 배달빠름 굿굿,True
423,너무 맛있어요ㅠ 양도 많고 닭강정집 정착 못하던중이었는데 여기로 정착할게요!!얌!,True
424,너무 맛있어요.추천!,True
425,너무 맛있어요.추천해요!,True
426,잘먹었습니다 감사해요,True
427,시간 내에 배달이 되지 않아서 10분이상 기다리다 매장에 전화를 했더니 주문자가 받지도 않았는데 다른집으로 배달하고 배달완료 해버리고 결국 주문하고 1시간30분후에 다 식은거 먹네요. 확인후 전화준다더니 연락도 없고 뒷수습이 아쉽네요.,False
428,정말 빠른 배송 최고입니다,True
429,치즈감자가 너무 맛있네요!,True
430,맛있어요! 치즈가 많네요,True
431,빵도 부드럽고 안에 들어있는 야채와 소스도 맛있네요 맛있게 잘 먹었습니다.,True
432,맛있어요 살도 부드럽고,True
433,감자가 너무 맛있어요!! ㅎㅎ,True
434,"이런집이 우리동네에 있다니...
너무 맛있습니다.",True
435,약간 느끼합니다 양념은 맛있어요,False
436,"튀김 옷이 더 빠삭했음 좋겠어요ㅠㅠ
배달와서 눅눅한게 아님ㅠㅠ
매콤이도 전혀 안매워요ㅎㅎ
엄청 빨리오긴 했어요",False
437,너무 튀김웃이 두껍고 바삭함은 없네요.,False
438,소스가 적은건지 조각이 큰건지 닭강정보다는 순살치킨 느낌?,False
439,핫바 맛있어요. 특히 소세지 엄청 커서 존맛,True
440,맛 양 모두 괜찮은 곳이었습니다. 다음에 또 먹을 것 같네요,True
441,맛있게 먹었습니다. 양이 생각보다 적었고 마늘맛을 시켰는데 마늘맛이 약하네요.,False
442,치킨무 사이드메뉴에 추가해주세요!,True
443,"맛있어요
다음에 또 시켜먹을게요",True
444,"너무맛있는60계치킨~한양대점!!
잘먹었습니다!",True
445,어어어엄청 빠삭하니 맛있어요,True
446,배달 엄청 빨리 오네요.,False
447,"지점 마다 맛이 조금씩 다르네요
고추건지 반반...전에 살던곳은 소스도 듬뿍 뿌려지고 가슴살도 연했는데 여기는 퍽퍽하고 소스가 별로 없어 맛이 별로 였어요",False
448,반해버린 맛^^♡♡.재주문할계획입니다,True
449,맛있게 잘먹었습니다.,True
450,맛있게 잘먹었습니다! 바삭하고 좋네요,True
451,"포장다녀왔는데 사장님 친절하시구 좋아요!!!!! 치킨을 별로 안 좋아하는 편인데도 맛있어서 계속 먹었어용
똥집튀김은 배불러서 내일 먹으려고 남겨뒀는데, 한개 미리 집어먹어보니까 쫄깃하고 고소해서 좋네요!!! 내일 넷플릭스 보면서 과자처럼 집어먹으려구요
잘먹었습니다~~~~",True
452,맛있게 먹었습니다!,True
453,맛있게잘먹었어요!!,True
454,배달상ㅣ태 맛 등등 다 최곱니다,True
455,촉촉하고 바삭하구.. 맛있습니다!,True
456,맛있었어요ㅎㅎ 겉은 바삭하고 속은 촉촉했어요 같이 먹은 사람도 어떻게 뿌리는 양념에 치킨이 바삭할 수 있냐고 감탄했습니다ꉂꉂ(ᵔᗜᵔ*) 담에는 하얀소스 뿌려진 슈프림 먹어보고싶어요,True
457,"블랙라벨~~
맛있어요~
잘먹었습니다~",True
458,"촉촉하면서 살짝 바삭한 맛이 먹고 싶었던 치킨 그 자체였습니다(⌒‐⌒)b
그 중에서 양념이 촉촉하면 달달맛이 정말 먹고 싶었던 그 맛이여서 만족스러워요(*≧∀≦*)",True
459,음식도 맛있고 배달도 빨라요,True
460,다른 포장박스에 눌린건지 상자가 치킨을 잔뜩 누른채로 와서 쪼끔 슬펐지만... 그래도 맛있게 먹어서 별5개 드려요ㅜㅜ,True
461,직원분인 외국인이었는데 좀더 친절했으면 좋겠어요 인사도 하고요 양을 많이 주셨으면 좋겠네요,False
462,담엔 보통맛 먹어봐야겠네요~~^^ 맛있어요,True
463,고추유린기 먹다가 칠리새우 먹어봤어요,True
464,자주시켜먹는곳입니다.,False
465,오랫만이네요 이렇게 진탱이는 잘먹었습니다,True
466,"제시간에 안전하게 잘 배달이 됐구오 
맛또한 좋아오 
꽈리고추가 신의한수인듯하네요",True
467,너무 맛있고 배달 빨라서 좋아요^^,True
468,정말 맛있구 냄새도 안나고 만족스러워요 ㅎㅎ,True
469,"30분도 안되서 도착했어요! 👍 👍  
토핑은 필수! 꽈리고추와 오란다는 무조건 x2!!!!
 넘나 맛있어요~  토핑 추가하다보니 닭강정보다 토핑을 더 많이 시켰네요~ ㅋㅋㅋ 
맛있어요! 맛있어요! 
담에는 순한맛보다 좀 매운걸로 먹어봐야겠어요~!!!",True
470,진짜 괜찮아요. 맵찔이라 순한거시켜봣는데 조금 매콤한것도 괜찮을거 같아요. 배달도 빠름,True
471,그냥 시켜봤는데 너무 맛있음 또 시켜먹을거예요!!,True
472,"버거가 뭔가 맛이 강렬하지 않아서 좋았습니다.
근데 버거가 문제가 아니라 프렞치프라이 하고 텐더가 칼로리가 생각보다 버거많큼 크네요!
함께 온 칼로리 표 보고 다음에 주문할때 잘 골라야 할거 같습니다.
두명이서 버거 잘 먹었어요!",True
473,잘 먹었어요 또 주문할께요,False
474,포장이 조금 특이?? 해요… 한번더 포장해주셨으먼 좋겠는데 친환경적인 봉투를 사용하기 위함인건가요…? 맛잇엇습니다,True
475,구우우웅우웃~~넘맛나유,True
476,"첨먹어보는데
맛있게 잘먹었습니다 감사합니다",True
477,최고!!!!!!!!!!!!!!!,True
478,"축구 경기날인데도 빠르게 배달해 주심 ♥ 
언제나 맛있고 좋습니다 !",True
479,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,True
480,맛있게 잘 먹었으요,True
481,"월드컵 날이여서 많이 바쁘신것도 이해되지만 주문했던 소스는 돈추가해서 했는데 가격낮은 다른소스가오고 배달요청사항도 적어두었지만 배달하시는분이 못보셨는지 쾅쾅문두들기시고 소리치셔서 놀랬어요
다음에는 쬐굼만 주문한거 확인 잘하셔서 보내주셨으면 좋겠습니다 얼마안되는 돈이지만 주문과 다른거 받으니 기분이 좋진않네요",False
482,맛있어요..많이 파세요,True
483,배달이 빠르고 맛있습니다,True
484,맛있게 잘 먹었습니다.,True
485,매콤 달콤 맛있게 잘먹었어요,True
486,맛있게 잘먹었었어요~!!,True
487,너무 친절하시네요! 맛있어요 ㅎㅎ,True
488,새벽4시에 배달해주시다니 잘 먹었어요,False
489,자꾸 지하증로 배송했거든요 저는 102호에 살아요 B102호 아니요 잘못배송때 배승완성 사진도 안직고 전화도 없어요,False
490,"막국수가 특히 맛있었어요 
맛나게 잘먹었습니다",True
491,맛있어요 너무 좋아요,False
492,최고,True
493,케밥 맛잇어용 늦었지만 ㅜ,True
494,"맛있습니다.
양고기 케밥은 맛있는데 치킨 케밥이 제게는 좀 느끼했네요. 칠리 소스를 넣어 먹어도...
그리고 감자튀김이 아주 맛있었습니다.

아무튼 배불리 먹었고 배달 기사님 수고하셨습니다.",False
495,맛있네요 양이은근많음;;,True
496,맛있게 잘먹었습니다,True
497,"와..진짜..제가 이렇게까지 리뷰쓰고싶지않는데..
세상 맛없어도 이렇게 맛없는 치킨은 없을거같네요.. 
제가 짠거 엄청 좋아하는편인데..
여기는 그냥 소금 덩어리인가봐요..
짜고 맵고 돈아까워서 억지로 먹을려다가..
포기하네요..
진짜로 제 남아있는 생을 살면서 이렇게까지 맛없는치킨은 없을듯합니다..",False
498,닭이 살이 적고 껍데기만 많아요,False
499,배달도 빠르고 맛있었음,True
500,"여러가지맛을 먹을우 있어서 좋아요^^
소스가 좀 적게 오는것도 있지만 다음에는 소스를 치킨에 잘발라주세요",True
501,첨 시켜먹었는데 엄청 맛있게 먹었습니다~!!,True
502,여러가지맛 한번에 가득~맛잇어용ㅎㅎ,True
503,"맛있어요. 먹다가 사진을 못 찍을뻔 했네요. ㅎㅎ
벌써 세번째인데., 이번엔 다른맛도 맛 보고 싶어서 세트로 구매했어요. ^^ 한동안 치킨은 여기서만 시켜 먹을것 같네요. 잘 먹었습니다~~",True
504,맛있어요 오래간만에 먹었는데 맛있네요,True
505,"한마리가 딱이었음 닭냄새도 안나고 맛있었네요
다음엔 치즈볼만 더시킬듯",True
506,"맛있어요~ 사진을 못 찍어서 아쉽네요~
처음 시켜보고, 맛있어서 같은걸로 또 주문 해 버렸어요. 
일단 순살인데..엄청 크리스피해요. 치폴라 양념이 조금 적었던게 아쉽긴 했어요. 그래도 맛있게 먹었습니다. 다음에는 다른맛도 도전해 보렵니다.",True
507,불어서와서 아쉬워요ㅠ,False
508,맛이 미묘하고 시원한 맛이 없어요,False
509,너무 맛있고 배달도 빠르고 양도 많아서 좋아요😍,True
510,굿.굿 굿.굿.굿.굿.굿,True
511,짬뽕 매콤해서 맛있어요,True
512,"자장면 먹고싶을땐 여기서만 시켜요.
늘 세트메뉴에서 먹던 탕수육도 맛있어서 
오늘은 세트메뉴말고 단품으로 시켜서 탕수육도 맘껏 먹었어요.
쫄깃쫄깃 정말 맛있어요",True
513,배달도 빠르고 음식도 좋았습니다~ ㅎ 짬뽕은 양이 많아 반으로 가르느라 사진을 못찍었네요~ 👍👍,True
514,아니 여기서 주문 맨날 해 먹는데 7시 44분에 주문 넣어도 걍 취소시키네요? 대기중아니냐 자기네들은 모른다 배달원 없어서 지연중이라고 안내 오길래 기다렸더니 돌아오는건 주문 취소? 너무하네요,False
515,양도 푸짐하고 배달도 빨라서 좋아요~!,True
516,"양이 많았고, 많이 불어서 왔어요",False
517,봉지가 터져서 왔는데 그냥 먹었습니다..그래도 맛있네요,True
518,"아이가 여기만 시켜먹어요^^
맛있어요",True
519,완전 맛있어요! 오늘 첨 시켜봤는데 담에 또 주문해야겠어요.,True
520,맛있게 잘먹었습니다,False
521,너무맛잇습니다...,True
522,맛있어요 진짜 존맛,True
523,가게에서만 먹다가 오랜만에 배달시켰는데 정말 맛있어요  잘먹었습니다,True
524,맛있어서 자주 시켜먹어요,True
525,"마라탕은 탕화쿵푸가 최고인듯^^배달도 빠르고 맛있어요~
요청사항도 들어주셔서 감사합니다",True
526,"백탕이 왔어요 ㅜㅜ  중학생딸이 마라탕 먹고 싶다고해서 직장에서 급하게 시키다보니 백탕으로 선택이 됐나봐요. 대자로 시켰는데 백탕이니 애는 울면서 전화하고 정말  난감했네요.
기본선택이 백탕이라 저처럼 실수하는 사람들이 있던데 수정부탁드려요.
제가 잘못주문한거라 뭐 할 말은 없네요.",True
527,"음식은 늘 맛있었지만..차파이가 안오네요ㅜㅜ 
가게 전화도 없구 내3찬원..잉ㅜㅜ",False
528,마라빤 진짜 양 많고 진짜 맛있어요,True
529,"好大一份，吃了两顿！真的挺好吃的，难得看见有白汤的店～
잘 먹었습니다! 감사합니다",True
530,빠삭쫀득 넘 맛있어용,True
531,"양이많아요  저큰국수그릇  2개나눠서먹었습니다
기본야채두부 있어요",True
532,"이 동네에서 가격도 비싸고 배달비도 너무 비싸지만
제일 맛있는걸 어떡해",True
533,맛있었어요. 배달도 엄청 빨리 와주셨어요.,True
534,제 단골집.. 마라샹궈는 좀 많이 짰어요,True
535,헐 옛날뀌바로우 넘 맛있어요,True
536,항상 맛있어서 자주 이용하고 있어용^^,True
537,이 동네에서 아직도 마라탕 맛집을 못 찾았다? 그냥 무조건 여기서 시키세요 ㅠㅠ 진짜 너무 맛있습니다… 여기가 최고.. 간도 알맞고 꿔봐로우 미쳤고 마라탕 재료도 엄청 넣어주십니다ㅠㅠ 미니전도 맛있어요,True
538,맛있었어요. 배달도 엄청 빨리 와주셨어요,True
539,양춘면이 정말 맛있습니다!,True
540,哈哈哈哈啊哈哈哈哈哈哈,True
541,"양춘면이란거 처음먹어봤는데 완전 매력있네요
짜장면도 여기는 북경식이라 써잇는데 평소 제가 알던거랑 다른데 맛있어요 ㅎㅎ",True
542,입맛에 약간 안 맞았던듯,False
543,국물과 건더기를 따로 배달해주시니.. 좋았네요.. 느끼한걸 싫어하는 사람은 좀 매운것을 선택하면 좋겠구요. 샤오롱은 너무나 맛이 있고요.,True
544,잘먹었습니다!!!!,True
545,양도 많고 맛있습니다!,True
546,"맛있게 잘먹었습니다 감사합니다 
만두는젤맛없네요.안익은밀가루맛~",True
547,좋아요 잘먹겠습니다,True
548,"완탕면은 후추 조금 뿌려먹으면 더 맛있어요
쇼좌빙은 저게 9000원......^^;;",False
549,양과 배달이 좋은집,False
550,맛있게 잘 먹었습니다!! 특히 홍합해물짬뽕 맛있었어요!!,True
551,"맛있어요 간만에 짜장면 홀에서 먹는 기분이었어요
배달도 엄청 빨랐어요",True
552,잘먹었습니다. 추천합니다 ^^,True
553,맛나게 잘먹었습니다,True
554,게살볶음밥은 맛있었는데 삼선짬뽕은 맵기만하고 엄청 싱거웠네요... ㅜㅜ 전에 홍합짬뽕은 엄청 맛있었는데... 아쉬웠습니다,False
555,진짜 맛있게 잘먹었어요 해장으로 아주 좋네요!!,True
556,굿굿조아여맛잇어여ㅋㅋㅋ,True
557,세트메뉴라도 정말 푸짐하게 주시네요. 미더덕이랑 홍합 이정도로 많이 넣어서 만드는 중국집 오랜만입니다 또 시킬게요,True
558,"생각보다 배달이 엄청 빨리와서 음식이 뜨끈한 상태로 도착하니 좋아요~ 단무지, 양파 많이 달라고 요청했는데 넉넉하게 주셔서 감사합니다! 양도 많고 맛도 좋아 야무지게 잘 먹었습니다 :)",True
559,맛있게잘먹었습니다~,True
560,"맛있게 잘 먹었습니다.
양도 충분하고 얼큰했어요.",True
561,"요청사항은 스킵 됬지만, 전체적으로 고기 양도 많았고 구성도 좋았어요 👍 
순한맛 혹은 보톤맛 치고 좀 매운 것 같아요...
그래도 굿 ☺️",True
562,종종 시켜먹는데 맛있어요!,True
563,맛있어요 양이 엄청많아요,True
564,맛있었다 맵찔이인.나에겐 조금 매웠음 보통맛으로시킴 다음엔 납작당면말고 분모자를 추가해야징,True
565,양이 많아서 푸짐하게 잘 먹었습니다,True
566,맛있게 잘 먹었습니다~,True
567,맛있습니다    잘먹었습니다    근데  전부터  느끼는건데  요청사항은  잘안  보시는듯  당면 떡  빼달라고  했은데 안보시는 가봐요 벌써 몇번째 그럼 당면 떡은  다버림.,True
568,"음식은 깔끔하고  맛있었습니다.간이 살짝약해서 조금  아쉬웠지만
대체적으로  만족해요.",False
569,맛있게 잘 먹었습니다~~,True
570,맛있게 잘  먹었습니다,True
571,탕수육 맛있어요~^^,True
572,맛있게 먹었습니다~~~,True
573,맛있게 잘 먹었습니다.,True
574,"매번 느끼지만, 리뷰가 없는게 아쉽네요..
맛있는 집인데...",True
575,맛도 괜찮고 양도 괜찮았어요~!,True
576,맛있게 잘 먹었어요,True
577,"배달도 엄청 빠르고 여기 진짜 탕수육 맛집인데 리뷰가 없어 아쉽네요..
사장님!! 홍보 좀 하세요~~^^",True
578,맛있게 잘 먹었습니다~^^,True
579,넘.너무 맛있어요 항상 마라반 시킵니다,True
580,맛있게 먹었습니다!!,True
581,날이 추우니 급~ 땡겨서 바로 주문! 역시 빠르고 맛나게 도착했어요! 저역시 빠르게 클리어~ 언제나 맛납니다,True
582,"가게가 소고기, 메추리알을 넣는 것을 잊었어요ㅠ",False
583,맛나욤. 좋아욤.,True
584,"매주 시키는 마리탕
너무 맛있어요.",True
585,"너무너무 맛있어요 꿔바로우 바삭바삭 존맛탱……
이틀 연속 먹으려고 들어왔다가 리뷰쓰고 가용",True
586,"꿔바로우 맛있었고
마라샹궈는 약간 짰어요",False
587,마라탕 너무 맛있어요.,True
588,배달 빠르고 맛있네요. 꿔바로우가 맛나요.,True
